Time; AccX; AccY; AccZ; Temp; GyroX; GyroY; GyroZ;
29414; -340; 9132; 12336; 24.29; -1084; 286; -195
29517; -348; 8628; 12740; 24.34; -833; 312; -137
29621; -372; 7836; 13260; 24.34; -742; -42; -769
29724; -376; 7056; 13660; 24.34; -80; 13; -639
29828; -348; 6416; 13676; 24.34; -464; 97; -362
29931; -360; 5588; 14180; 24.34; -650; 93; -431
30034; -300; 4988; 14520; 24.34; -830; 49; -641
30138; -392; 4080; 14820; 24.44; -525; 74; -468
30241; -456; 3240; 14928; 24.39; 40; 175; 62
30345; -512; 2732; 15136; 24.34; -38; 219; -257
30448; -532; 2016; 15060; 24.44; 732; 195; -388
30552; -552; 1576; 15288; 24.34; 865; 170; -282
30655; -536; 1108; 15356; 24.39; 961; 379; -243
30759; -540; 644; 15172; 24.34; 1863; 347; -192
30863; -680; 388; 15216; 24.44; 1935; 302; -383
30966; -632; 208; 15148; 24.39; 2022; 213; 100
31070; -588; 52; 15364; 24.48; 2204; 155; 144
31173; -712; 212; 15236; 24.39; 2321; 275; -238
31277; -664; -320; 15244; 24.34; 2704; -136; -152
31380; -1180; -648; 14584; 24.34; 3062; 159; -137
31483; -624; -336; 15300; 24.48; 3039; 115; -93
31587; -644; -440; 15340; 24.39; 3035; 50; -166
31690; -584; -428; 15112; 24.39; 3013; 231; -182
31794; -616; -564; 15200; 24.34; 3035; 286; -118
31897; -628; -440; 15084; 24.29; 3032; 167; -102
32001; -716; -404; 15220; 24.39; 3045; 228; -154
32104; -704; -488; 15100; 24.34; 3045; 185; -156
32207; -644; -532; 15204; 24.34; 3039; 174; -160
32311; -692; -444; 15188; 24.39; 3034; 163; -147
32414; -720; -424; 15168; 24.34; 3039; 140; -172
32518; -732; -328; 15268; 24.34; 3033; 141; -111
32621; -660; -484; 15344; 24.39; 3048; 147; -115
32724; -668; -588; 15160; 24.39; 3062; 173; -173
32829; -824; -520; 15236; 24.34; 3067; 171; -176
32932; -708; -480; 15104; 24.34; 3050; 164; -142
33036; -736; -536; 15240; 24.39; 3019; 177; -133
33139; -668; -540; 15224; 24.39; 3045; 165; -165
33243; -612; -432; 15204; 24.39; 3019; 174; -202
33346; -748; -368; 15224; 24.34; 3035; 163; -157
33449; -592; -504; 15320; 24.34; 3042; 178; -110
33553; -632; -464; 15252; 24.39; 3052; 150; -122
33656; -652; -508; 15260; 24.39; 3068; 149; -177
33760; -624; -460; 15200; 24.34; 3055; 154; -179
